chapter,section,axiom_number,fol,english
40,40.1,(40.3),(forall (e1 a x) (iff (intendedUse e1 x a) (exists (p e) (and (planFor p x)(subgoalIn e p)(instance e1 e) (agentOf a e1)(arg* x e1))))),"An artifact can be used as intended. A broom can be used to sweep the kitchen floor (intended use) or to retrieve something behind the refrigerator (unintended use). Agent a is the agent of e1, e1 somehow involves x, and e1 is an instance of a subgoal e in the plan p for x."
40,40.1,(40.4),(forall (e1 a x) (iff (unintendedUse e1 x a) (and (agentOf a e1)(arg* x e1)(not (intendedUse e1 x a))))),"An unintended use e1 happens when a is the agent of e1 and x is somehow involved in e1, but e1 is not the intended use."
40,40.2,(40.5),(forall (x) (iff (design x) (exists (f p a) (and (pattern x) (functionality0 f x)(plan p a f)(planFor p x) (forall (x1) (if (instance x1 x) (exists (f1 p1) (and (artifact x1) (functionality0 f1 x1)(instance f1 f) (planFor p1 x1)(instance p1 p))))))))),"A design is a pattern whose instances are artifacts, in the broad sense. We can design a teapot, a logo, a font, or a government. Two principal features: a design is intended to have instances and that a design and its instances are functional composite entities whose structure reflects a plan to realize the functionality. The plan behind the artifact is an instance of the plan for the design."
40,40.2,(40.6),(forall (s e) (iff (notAchieve s e) (and (Rexist s)(not e)))),"We first define what it means for a set s of eventualities to fail to achieve a goal e. The eventualities in s happen or hold, but e does not result from that."
40,40.2,(40.7),(forall (s p) (iff (terminalSubgoalsOf s p) (exists (a g) (and (plan p a g) (forall (g1) (iff (member g1 s) (and (subgoalIn g1 p) (not (exists (g2) (and (subgoalIn g2 p) (subgoal g2 g1)))))))))))),Let the terminal subgoals of a plan be those subgoals that have no subgoals of their own. The set s is the set of subgoals g1 in the plan p that have no subgoals g2 of their own in p.
40,40.2,(40.8),(forall (x) (iff (flawedDesign x) (forall (p p1 a e1 s) (if (and (planFor p x)(instance p1 p)(plan p1 a e1) (terminalSubgoalsOf s p1)) (notAchieve s e1))))),"A flawed design is one in which for every instance, the set of terminal subgoals in the plan do not achieve the top-level goal. This is a strong notion of 'flawed design,' in which all instances of the design have to fail to achieve the goal. A weaker notion would allow for some random instances to happen to achieve the top-level goal, but the design does not reliably produce instances that will achieve the goal."
40,40.3,(40.9),(forall (e a x s) (iff (designing e a x s) (exists (f) (and (planning e a f s)(functionality0 f x)(design x) (forall (p) (if (inSeq p s)(planFor p x))))))),"The activity of designing is a planning activity where all the plans in the sequence of plans are plans for a design. Each plan p in the sequence is a plan for the design. Reference to designing is common in language: 'think about the design,' 'working out the layout,' 'imagining the structure,' 'configure,' and 'arrange.'"
40,40.3,(40.10),(forall (e x) (iff (designConstraint e x) (exists (f) (and (design x)(functionality0 f x)(member e f))))),"An artifact often has multiple intended uses. In these cases, the functionality of the artifact is a set or conjunction of what might be called 'design constraints.' For example, when one designs an office layout, it is usually with respect to typical office goals as the design constraints."
40,40.3,(40.11),(forall (e x) (iff (designAdaptation e a x) (exists (s p1 g1 p2 g2) (and (designing e a x s) (planAdaptation e a p1 g1 p2 g2 s))))),"We often talk about design adaptation, for example, 'customize the design' and 'design inspired by.' To adapt a design is to engage in a designing activity that is also a plan adaptation."
40,40.3,(40.12),(forall (e a) (iff (designFailure e a) (exists (x s g) (and (designing e a x s)(functionality0 g x) (planningFailure e a g))))),"A design failure is a designing activity that is a planning failure. e is the designing activity, a is the agent doing the designing, x is the (nonexistent) design, g is the goal or functionality of the design, and s is the set of plans the agent considers in the course of the planning activity."
40,40.3,(40.13),(forall (x x1 x2) (if (and (design x)(incompleteInstance x1 x) (incompleteInstance x2 x) (forall (p p2) (if (and (propOrRelOf p x)(patternInstance p2 p) (propOrRelOf p2 x2)) (exists (p1) (and (patternInstance p1 p)(propOrRelOf p1 x1))))) (exists (p1 p) (and (propOrRelOf p x)(patternInstance p1 p) (propOrRelOf p1 x1) (not (exists (p2) (and (patternInstance p2 p) (propOrRelOf p2 x2))))))) (moreAdherentToDesign x1 x2 x))),"For an entity to instantiate a design is for that entity to instantiate all the properties and relations in the design. It is possible for an entity to be a partial instantiation of a design by instantiating only some of the properties and relations. There is a partial ordering defined by moreAdherentToDesign meaning roughly that more of the relations and properties are instantiated. If entity x1 instantiates all the design properties and relations that entity x2 does and more, then it is more adherent to the design."
41,41.1,(41.1),(forall (e0 a s e) (iff (decision e0 a s e) (exists (e1 e2 e3) (and (choiceEnumeration e1 a s)(deliberation e2 a s) (selection e3 a e s)(member e s) (before e1 e3)(before e2 e3)(subevent e1 e0) (subevent e2 e0)(subevent e3 e0))))),"Decision-making process follows three steps: 1. Identify choices ('think of the possibilities') 2. Deliberate about choices ('think about the possibilities') 3. Select one choice ('settle on'). Restaurant example: look at menu to identify choices, think about them, then select one. Choice enumeration e1 and deliberation e2 must occur before selection e3, but e1 and e2 can be interleaved."
41,41.1,(41.2),(forall (e1 a s) (iff (choiceEnumeration e1 a s) (exists (e5 e) (and (changeTo' e1 e4)(thinkAbout' e4 a s) (believe a e5)(decideTo' e5 a e)(member e s) (before e4 e5))))),"Choice enumeration is the process of identifying a set of options. It's a change to a situation where agent is thinking about the set of options, and agent believes he will decide on some member e of s after thinking about s. Coming to think of options or have them in focus, recognizing that one must be chosen."
41,41.1,(41.3),(forall (e2 a s) (iff (deliberation e2 a s) (exists (p g e) (and (plan p a g)(selection g a e s) (forall (e4) (if (member e4 s) (exists (e5) (and (thinkAbout' e5 a e4) (subgoalIn e5 p))))))))),Deliberation is thinking about the options with the goal of selecting one. There is a plan p whose top-level goal is to select an option and thinking about each option constitutes a subgoal in the plan. The thinking is in service of the selection.
41,41.1,(41.4),(forall (e3 a e s) (iff (selection e3 a e s) (and (decideTo' e3 a e)(member e s) (exists (e2) (and (deliberation e2 a s)(before e2 e3)))))),"Selection is the third part of making a decision - to select one option from the choice set, after deliberating. The act by agent a to select option e from set s amounts to deciding to do e after deliberating about the set s of options."
41,41.1,(41.5),(forall (e e3 e4 a s) (if (and (selection e a e3 s)(member e3 s)(member e4 s) (nequal e3 e4)(etc)) (preferGoal a e3 e4))),"If one eventuality e3 is selected and another e4 is not, then we should expect the agent a to prefer e3 over e4 as goals to achieve (or actions to perform). This is a defeasible rule with (etc) condition."
41,41.1,(41.6),(forall (e a e3 e4 s) (iff (decisionRevision e a e3 e4 s) (exists (e1 e2) (and (decision e1 a s e3)(decision e2 a s e4) (change' e e1 e2))))),"A person may change his or her mind after making a decision ('renege on,' 'go back on'). A decision revision is a decision to choose an alternative once a decision has already been made. A change from decision e1 selecting e3 to decision e2 selecting e4."
41,41.1,(41.7),(forall (e0 e1) (iff (suspendDecision e0 e1) (exists (a s e e3 t) (and (decision e1 a s e)(suspend' e0 a e1 t) (selection e3 a e s)(subevent e3 e1) (before t e3))))),People can suspend a decision before they make a selection ('sleep on it'). The suspend action e0 applied to decision-making process e1 takes place before the selection subevent e3 of e1.
41,41.1,(41.8),(forall (e0 e1) (iff (resumeDecision e0 e1) (exists (a s e e2 t) (and (decision e1 a s e)(resume' e0 a e1 t) (suspendDecision e2 e1)(before e2 t))))),"People can resume decision-making processes that they earlier suspended ('finish deciding'). The resume action e0 applied to decision-making process e1, where there was a suspend-decision action e2 before the resumption."
41,41.1,(41.9),(forall (e1 e2) (iff (linkedDecisions e1 e2) (exists (a s1 s2 e3 e4) (and (decision e1 a s1 e3)(decision e2 a s2 e4) (causallyInvolved e3 e2))))),"Some sets of decisions are interrelated, in that the options chosen have a causal influence on the other decisions. Decision processes e1 and e2 are causally linked when the choice e3 from decision e1 is causally involved in decision process e2."
41,41.1,(41.10),(forall (s) (iff (decisionSeries s e1) (exists (e2) (or (and (linkedDecisions e1 e2)(doubleton s e1 e2)) (exists (s1) (and (linkedDecisions e1 e2) (decisionSeries s1 e2) (addElt s e1 s1))))))),Linked decisions can constitute a series of decisions. A pair of linked decisions is a decision series. Adding a decision at the beginning of a decision series results in a decision series.
41,41.2,(41.11),(forall (s e) (iff (choiceSet s e) (exists (a e1) (decision e a s e1)))),For any decision there are a number of possible choices ('range of candidates'). This is the third argument of the predicate decision - the set s of alternatives considered.
41,41.2,(41.12),(forall (e1 s) (iff (possibleChoice e1 s) (exists (e) (and (choiceSet s e)(member e1 s))))),"Any member in the choice set is a possible choice ('option,' 'prospect,' 'alternative'). An element e1 of choice set s for some decision process e."
41,41.2,(41.13),(forall (e1 e2 s a e) (if (betterChoice e1 e2 s a e) (exists (e3) (and (decision e a s e3)(possibleChoice e1 e) (possibleChoice e2 e))))),"Constraints on the arguments of the predicate betterChoice. For e1 to be a better choice than e2, both must be possible choices in some decision process e by agent a with choice set s. The actual choice e3 may or may not equal e1 or e2."
41,41.2,(41.14),(forall (e1 e2 s a e e3 g1 g2) (if (and (decision e a s e3) (possibleChoice e1 e)(cause e1 g1)(goal g1 a) (possibleChoice e2 e)(nequal e1 e2) (forall (g2) (if (and (cause e2 g2)(goal g2 a)) (moreImportant g1 g2 a)))) (betterChoice e1 e2 s a e))),"A weak constraint capturing something like utility: that choice that leads to achieving a more important goal is a better choice. If e1 causes goal g1 and e2 causes goals that are all less important than g1, then e1 is a better choice than e2."
41,41.2,(41.15),(forall (e0 e1 e a) (iff (choiceCharacteristic e0 e1 e a) (exists (s e3) (and (decision e a s e3)(possibleChoice e1 e) (arg* e1 e0)(goalRelevant e0 a))))),"Each possible choice has different characteristics relevant to the decision ('distinguishing features,' 'pros and cons'). These are properties of the possible choices that are relevant to the agent's goals. e0 is goal-relevant to agent a and involves choice e1."
41,41.2,(41.16),(forall (e1 s a e) (iff (bestChoice e1 s a e) (forall (e2) (if (possibleChoice e2 e) (or (equal e1 e2) (betterChoice e1 e2 s a e)))))),"After deliberation, one may be able to identify the best choice ('frontrunner,' 'cream of the crop,' 'leading candidate'). Choice e1 is best if for every other possible choice e2, either e1 equals e2 or e1 is a better choice than e2."
41,41.2,(41.17),(forall (e3 e a) (iff (selectedChoice e3 e a) (exists (s) (decision e a s e3)))),"After selecting, one of the possible choices becomes the selected choice ('one's pick,' 'one's decision'). Choice e3 is selected in decision process e by agent a."
41,41.2,(41.18),(forall (e2 e a) (iff (unselectedChoice e2 e a) (exists (s e3) (and (decision e a s e3)(nequal e2 e3))))),"After selecting, all but one of the possible choices become unselected choices ('not make the cut,' 'decided against'). Choice e2 is unselected when it's not equal to the selected choice e3 in decision e by agent a."
41,41.2,(41.19),(forall (e3 e1 a s) (iff (previouslySelectedChoice e3 e1 a s) (exists (e2 e4) (and (decision e1 a s e3)(decision e2 a s e4) (nequal e3 e4)(before e1 e2))))),"When given the same choice set another time, there is a previously selected choice. Item e3 was chosen by agent a out of set s in decision process e1, when there's also a later decision process e2 by agent a selecting a different e4 out of the same set s."
41,41.3,(41.20),(forall (e3 e s1) (iff (envisionChoiceConsequences e3 e s1) (exists (a s e0 e1 e2) (and (decision e a s e1)(and' e2 e0 e1)(cwu e0 a) (envisionFromTo' e3 a e2 s1))))),One way people come to decisions is by predicting the outcome of a particular choice ('look before you leap'). We add a possible choice to our current world understanding and envision from that to a set of consequences. Process e3 envisions consequences s1 of choice e1 in decision e.
41,41.3,(41.21),(forall (e2 e1 e) (iff (pro e2 e1 e) (exists (e3 s1 a s) (and (envisionChoiceConsequences e3 e s1) (decision e a s e1)(member e2 s1) (goodFor e2 a))))),One way people make decisions is by weighing pros and cons. A pro is an envisioned consequence that is good for the agent. Consequence e2 of choice e1 in decision process e is a pro when it's good for the agent making the decision.
41,41.3,(41.22),(forall (e2 e1 e) (iff (con e2 e1 e) (exists (e3 s1 a s) (and (envisionChoiceConsequences e3 e s1) (decision e a s e1)(member e2 s1) (badFor e2 a))))),A con is an envisioned consequence that is bad for the agent. Consequence e2 of choice e1 in decision process e is a con when it's bad for the agent making the decision.
41,41.3,(41.23),(forall (e e0 a s) (iff (costBenefitAnalysis e e0 a s) (exists (s1) (and (decision e0 a s e1)(subset s1 s)(not (null s1)) (forall (e3) (iff (member e3 e) (exists (e4 e5 e6) (and (thinkOf' e3 a e4)(member e6 s1) (or (pro' e4 e5 e6 e0) (con' e4 e5 e6 e0)))))))))),A cost-benefit analysis is the agent's considering each alternative in the choice set and determining if it results in a pro or a con. (A cost is a con; a benefit is a pro.) It's a set of envisionChoiceConsequences activities by the agent - a set of thinking-of actions about whether consequences are pros or cons.
41,41.3,(41.24),(forall (a e1 e2) (iff (chooseOver a e1 e2) (exists (e0 s) (and (decision e0 a s e1)(doubleton s e1 e2))))),An agent can choose one option over another. Agent a chooses option e1 over e2 if and only if there is a decision process e0 in which the choice set consists of e1 and e2 and e1 is the option that is chosen.
